schedule,peak_awe_dominant,final_energy,wall_sec
linear,0.40765458776959607,-0.8939715460280205,29.432547300006263
cosine,0.38748478258189445,-0.8364993618228574,30.028119400027208
pause,0.40383007841369134,-0.8522939006676477,32.88901679997798
