barrier,quantum_peak_awe,target_classical_sr,T_star,classical_sr_at_Tstar
-14.0,0.38952313368455704,0.3505708203161014,0.12935180664062498,0.4166666666666667
-13.0,0.39322430779671536,0.35390187701704384,0.1266143798828125,0.4166666666666667
-12.0,0.3976216217686488,0.35785945959178395,0.123511962890625,0.4166666666666667
-11.0,0.4025489926463123,0.36229409338168106,0.12022705078125001,0.4166666666666667
-10.0,0.4076578919913614,0.3668921027922252,0.1165771484375,0.4166666666666667
-9.0,0.4123906705620987,0.3711516035058888,0.112197265625,0.4166666666666667
-8.0,0.4159815309820849,0.37438337788387643,0.10708740234375,0.4166666666666667
-7.0,0.4174921391337761,0.3757429252203985,0.10106506347656251,0.4166666666666667
-6.0,0.41588381876122593,0.37429543688510336,0.09413024902343751,0.4166666666666667
