schedule,peak_awe_dominant,final_energy,wall_sec
linear,0.40765458776959607,-0.8939715460280205,24.94412849994842
cosine,0.38748478258189445,-0.8364993618228574,25.11822750000283
pause,0.40383007841369134,-0.8522939006676477,26.059373800060712
